Index,scpro_jux,nbdiff_jux,nbdiff_amount,nbapop_jux,P_cycle_sc,P_cycle_nb
24,0.893365247176257,0.036558451504458,0.918730703348754,0.895127740769408,0.317896218523119,0.475273746796658
25,0.916695862902583,0.298166701030069,0.36497483103853,0.001971769034144,0.722544822348085,0.201316231361101
26,0.626100151399807,0.408465034807563,0.322950736687283,0.747966810830457,0.148594660441513,0.551833244818387
27,0.268943774283788,0.925581732030775,0.611535665205985,0.342907074374702,0.519093422652372,0.853280689227774
28,0.248452642076171,0.478137665877513,0.043347390603029,0.058812759106932,0.670297337099962,0.124182000304751
29,0.259800192296125,0.362106905394937,0.990296247678046,0.48550063117349,0.816387748418531,0.914225616361166
30,0.198229152757518,0.819031111807339,0.600033994065144,0.576904779279901,0.252513079828862,0.820988839791171
31,0.014481108608724,0.740600801748586,0.290615057491304,0.70887505048796,0.529658762405502,0.891616012349263
32,0.359730767353445,0.627847850172739,0.970077407365863,0.838741739203141,0.156213388375746,0.840325730539439
33,0.288513096109668,0.508788626229217,0.396992698335156,0.738974955153829,0.602245304951695,0.728992503089319
34,0.314400592989205,0.800855477973182,0.187141395803461,0.50857991724505,0.351355399592899,0.450118959026644
35,0.487027939776217,0.046132672059203,0.845617215796198,0.377676809149298,0.547021862466396,0.439029790262225
36,0.992641260705169,0.346797276218042,0.429015069766563,0.78907798422815,0.1283589704796,0.536981612200262
37,0.423434644456089,0.955803511285244,0.93301782114676,0.033484315750759,0.329042034972177,0.804725887674066
38,0.379741880084405,0.685136965996673,0.757895694718039,0.531627875609146,0.56269671536792,0.933169243465872
39,0.223399205402731,0.829843289901057,0.571044282471543,0.802111038254389,0.082579938683019,0.132343507459182
40,0.032307144622538,0.713120824608754,0.509376484553374,0.59919856515378,0.183754337107693,0.111900913238977
41,0.972978517799594,0.44443825125886,0.056874454809524,0.671292623540299,0.237921800349506,0.079139304958892
42,0.207983889539969,0.164641049936784,0.304533721368611,0.225534662887381,0.387711662480661,0.6000164977042
43,0.439036650983897,0.578452131647214,0.376449783926859,0.02671290245736,0.097174951337247,0.788312159108498
44,0.721071742790348,0.995224855342124,0.7116618513274,0.179603810505709,0.397731606897419,0.235784711138087
45,0.397497725735978,0.154867930604691,0.968400918470054,0.910531610981756,0.69022768779786,0.879476739830186
46,0.141309885445128,0.142017253010623,0.564655096557845,0.519236750487169,0.118814189852413,0.546683405184276
47,0.185770747537095,0.439048283122235,0.515294405684154,0.382680402477638,0.684653210812769,0.198366246546017
48,0.46266683148093,0.776165204522312,0.68052798840265,0.777531250912088,0.247053546502957,0.045686931055441
49,0.538796788607869,0.595574925169895,0.146552787984579,0.621504805598392,0.998710776398214,0.013982922699409
50,0.33147503311425,0.973671352652531,0.893146225281165,0.06746544116778,0.337063879550022,0.050821505174899
51,0.523011142683503,0.692059460335301,0.467663011814756,0.246908829206785,0.896093614279404,0.614073445046689
52,0.576620370781208,0.282106460747627,0.076229534286257,0.132923385792925,0.508496638381075,0.44055909859667
53,0.964241894117486,0.867607383920532,0.015610893619114,0.158916210905614,0.91637068673907,0.092943510860766
54,0.004840960386417,0.731168747995294,0.03894223491473,0.311532123728571,0.94887888570472,0.213235690275375
55,0.040821631814576,0.968422980267807,0.499583911844881,0.147111694174835,0.851331562369185,0.647347576240315
56,0.772422376953661,0.700479675321534,0.951134367781292,0.939788436425466,0.584368498643664,0.49910038704112
57,0.112287866170769,0.874609882742937,0.258856324917433,0.657505842470485,0.802021192233085,0.294860997464113
58,0.98296221197762,0.797253547642856,0.644286319518181,0.095950150485194,0.558583105620698,0.77821096581736
59,0.940677012940777,0.642661922389401,0.872620294558802,0.206518338047966,0.449996007401701,0.026276739416829
60,0.760542406130345,0.8532045608507,0.622919952164105,0.255067614347202,0.784580374764501,0.390943075648983
61,0.814913899217498,0.724217910573402,0.286028201580731,0.30265064527996,0.26380340917859,0.429899824983732
62,0.06794070842018,0.673729240845227,0.733043160468357,0.102111889021516,0.071814139476094,0.313413961358717
63,0.123684026252648,0.759133656049302,0.661799505173211,0.015439939401749,0.274436361845647,0.489287080773046
64,0.091203871857322,0.561871556809799,0.825060997828237,0.581314521147492,0.362341767135382,0.181620793846644
65,0.696517358362068,0.350417521022319,0.388375707876917,0.663166786953162,0.346468624417377,0.568568513467325
66,0.498979650441476,0.601574669258008,0.544164940773731,0.338356175997117,0.371548631045156,0.700619199780622
67,0.661414534088875,0.058116289321713,0.654946364933512,0.118485636366919,0.056099586172125,0.150797991533055
68,0.635110981320847,0.532984171948139,0.179312828515444,0.233130833618592,0.930153133052165,0.68023280758534
69,0.887137800161869,0.837054934226266,0.906066344280277,0.289979623690038,0.169896093435192,0.958961200717691
70,0.50582871765496,0.016369458920714,0.198110985203641,0.41978448005968,0.975240058112405,0.880788451312274
71,0.154614947315388,0.317068904980103,0.925822987072388,0.902201806350341,0.741449599715504,0.752907677254433
72,0.607559803816507,0.255527835013015,0.226687439352721,0.636538865324247,0.490745331991969,0.2678636808616
73,0.161622002142266,0.781932402042184,0.237837539040565,0.321588463298358,0.76677687360751,0.624030576167688
74,0.415456355846542,0.937029110433871,0.347626751349766,0.493721680824532,0.223942804432922,0.692877509221565
75,0.658484081875412,0.664053739230617,0.580427029091834,0.196969715725115,0.988311363329508,0.407765631328956
76,0.789841040609901,0.526998341159006,0.943078607425166,0.814012164979217,0.646325366538927,0.798942482558165
77,0.958951766314113,0.547093373374827,0.598375988744176,0.070299602844649,0.791820233464718,0.37907128742877
78,0.403291228531646,0.458972161546634,0.866343382013563,0.085396878331224,0.666386588043657,0.654530192378249
79,0.708024202826846,0.06958868876106,0.819631244935843,0.47882838803144,0.710232503851438,0.102548943022358
80,0.713245915521959,0.080821837920599,0.274903426662302,0.879551707219054,0.757528103630696,0.974428903077618
81,0.567350110918919,0.849167957853902,0.108838844889664,0.612351825415991,0.845190089952392,0.926179899618688
82,0.131738229573147,0.373926846942214,0.264300547199214,0.403785003864334,0.65528612651462,0.812609390936049
83,0.553542668825007,0.386934604350259,0.834279851379866,0.681867061709822,0.433621501082049,0.038100876953144
84,0.640450031190675,0.48615949113417,0.246621316160326,0.457795275859892,0.481078431840474,0.576269666358651
85,0.05509545489355,0.123666004416077,0.441425022901932,0.966207329990273,0.063587585569822,0.500597231309382
86,0.214748381485317,0.391688056860339,0.434045643395348,0.291416123403457,0.770059852747523,0.734088172028527
87,0.87527277103192,0.983225168613978,0.792128873936411,0.395128967214969,0.951492432060794,0.009359003413325
88,0.451440205509251,0.329292922289873,0.676187785988158,0.462914196647742,0.928314945416897,0.354971333571395
89,0.081188136379428,0.613452613885944,0.986368198336069,0.161724696566432,0.597611634871671,0.282277519977611
90,0.100003734972838,0.304322692742153,0.554660820046634,0.722011091783588,0.003617421309966,0.964965905167788
91,0.922181788617504,0.110695149035868,0.128082384921353,0.954839231055615,0.830959272370207,0.259057596709964
92,0.675864766905524,0.009947488346238,0.081481864569043,0.527408425677828,0.456007961060197,0.769345919110403
93,0.174271524671776,0.420280320815872,0.209059701781946,0.040569025541928,0.174573612747018,0.385620438633396
94,0.513063115836937,0.196405436279327,0.470245063860367,0.820423728460768,0.888959398977421,0.83203203727626
95,0.233578264718298,0.230376104370682,0.357782507444511,0.844003256312667,0.57670353815084,0.348405609774146
96,0.74326647518547,0.240607460469726,0.211895991089904,0.715936717384588,0.901102956799283,0.638069548712094
97,0.685691394165052,0.909649344804559,0.784604719981187,0.122674011790303,0.701043898363075,0.335364459978977
98,0.617834261842849,0.559232240673888,0.066127244759549,0.92231864436022,0.630052477307472,0.224759921762537
99,0.841953408843311,0.416263774348351,0.097558704133127,0.941002545693559,0.537323010507046,0.67940838532066
100,0.591009294216779,0.172763128709679,0.536749645231708,0.752384432726135,0.206640447970264,0.667463177682483
